2.5,10.1,10.1
5,10.1,10.1
7.5,10.1,10.1
10,10.1,10.1
50,10.2,10.2
100,10.2,10.2
500,10.2,10.2
1000,10.2,10.2
10000,10.2,10.2
12000,10.2,9.90
13000,10.2,9.80
14000,10.2,9.80
15000,10.2,9.80
20000,10.2,9.30
25000,10.2,8.90
29000,10.2,8.40
35000,10.2,7.52
37000,10.2,7.40
38000,10.2,6.56
50000,10.2,5.92
60000,10.2,4.80
70000,10.2,3.78
80000,10.2,3.00
90000,10.2,2.28
100000,10.2,1.72
120000,10.2,.820
140000,10.2,.300
160000,10.2,.048
